age,gender,education_level,years_experience,job_title,performance_score,industry,city,previous_companies,remote_worker,salary
33,Female,Bachelors,11.6,JobRole_14,3.7,Healthcare,Dallas,1,No,83182.28
43,Female,PhD,22.7,JobRole_14,2.9,Healthcare,Raleigh,2,No,95473.88
36,Female,Bachelors,16.6,JobRole_1,,Tech,Los Angeles,2,No,109519.49
41,Male,Masters,19.2,JobRole_12,4.2,Finance,Boston,3,No,132897.01
21,Male,HighSchool,0.0,JobRole_5,4.2,Healthcare,Seattle,3,Yes,83926.62
21,Male,Masters,0.9,JobRole_1,2.8,Tech,Austin,1,Yes,82741.43
38,Male,Bachelors,18.2,JobRole_3,2.6,Tech,New York,1,No,136691.13
24,Male,Bachelors,8.1,JobRole_11,2.4,Healthcare,Miami,5,No,94884.09
34,Female,Bachelors,11.7,JobRole_9,2.9,Tech,Seattle,4,Yes,112202.38
33,Female,Masters,16.2,JobRole_4,2.8,Tech,Boston,2,No,129057.23
48,Male,Masters,24.6,JobRole_9,,Finance,San Francisco,1,Yes,169231.99
39,Female,Bachelors,15.0,JobRole_6,3.4,Healthcare,Miami,2,No,73993.36
37,Female,Bachelors,16.1,JobRole_1,3.6,Tech,Miami,2,Yes,96448.25
42,Female,HighSchool,19.2,JobRole_12,3.4,Tech,Austin,1,Yes,90114.63
38,Female,Bachelors,13.9,JobRole_3,3.6,Tech,Miami,2,No,92657.62
32,Male,Bachelors,17.8,JobRole_13,4.4,Finance,Boston,2,No,134057.41
44,Male,Bachelors,22.6,JobRole_3,5.0,Finance,Boston,3,No,129118.66
27,Male,Bachelors,13.9,JobRole_14,4.5,Tech,Denver,4,No,102431.06
38,Female,Masters,15.0,JobRole_4,3.8,Healthcare,Seattle,2,No,113202.34
23,Male,Masters,0.0,JobRole_15,3.2,Finance,Atlanta,1,No,79873.34
37,Male,Bachelors,20.9,JobRole_10,4.9,Finance,Austin,4,Yes,120765.67
37,Male,Masters,14.8,JobRole_4,3.0,Tech,Raleigh,2,Yes,91360.14
49,Male,HighSchool,29.4,JobRole_8,4.1,Finance,Dallas,2,No,95122.88
23,Female,Masters,0.0,JobRole_3,2.5,Healthcare,Boston,2,No,82423.02
31,Female,HighSchool,10.9,JobRole_11,4.6,Tech,New York,1,No,120250.76
42,Male,Masters,17.9,JobRole_15,5.0,Finance,New York,0,No,151612.75
38,Male,Bachelors,17.8,JobRole_4,2.8,Tech,Raleigh,3,No,93333.46
37,Male,Bachelors,15.6,JobRole_12,2.7,Finance,Atlanta,2,Yes,71624.04
28,Male,Bachelors,8.7,JobRole_12,3.2,Finance,Atlanta,0,No,76106.34
31,Male,HighSchool,12.9,JobRole_3,4.2,Finance,New York,1,Yes,108199.72
45,Male,Bachelors,25.7,JobRole_7,3.4,Tech,San Francisco,1,No,134699.26
35,Male,Bachelors,16.4,JobRole_6,3.2,Healthcare,San Francisco,1,Yes,132771.55
39,Female,Masters,18.7,JobRole_1,4.4,Healthcare,Miami,0,No,101318.89
35,Female,Bachelors,13.7,JobRole_10,3.9,Tech,Atlanta,1,No,86099.82
26,Male,Bachelors,7.4,JobRole_1,3.5,Retail,Miami,0,Yes,69165.84
43,Male,Bachelors,22.7,JobRole_6,4.0,Healthcare,Boston,2,No,110556.14
40,Female,Bachelors,19.8,JobRole_3,4.1,Finance,Seattle,1,No,114940.56
54,Male,Bachelors,35.2,JobRole_9,4.9,Tech,San Francisco,4,No,180526.67
27,Female,Masters,3.9,JobRole_12,4.2,Finance,Austin,0,Yes,90296.27
42,Female,Bachelors,26.3,JobRole_13,3.6,Finance,Raleigh,1,No,88632.89
25,Male,HighSchool,4.3,JobRole_12,3.4,Tech,Seattle,3,Yes,64489.96
37,Male,Bachelors,17.4,JobRole_2,3.3,Healthcare,Boston,3,No,93937.15
43,Female,Bachelors,22.9,JobRole_12,4.3,Tech,Dallas,1,No,89717.89
21,Male,Bachelors,3.0,JobRole_13,2.7,Finance,Denver,2,No,96015.52
34,Female,Bachelors,15.0,JobRole_3,2.9,Finance,Los Angeles,1,No,117609.28
31,Female,PhD,10.9,JobRole_9,3.3,Retail,Raleigh,1,No,85336.78
30,Female,Bachelors,14.3,JobRole_12,2.1,Finance,Boston,2,No,87815.4
39,Male,Bachelors,9.4,JobRole_6,1.0,Tech,Dallas,3,Yes,75068.11
44,Female,HighSchool,27.7,JobRole_1,4.4,Healthcare,Seattle,6,No,96691.55
34,Male,Masters,16.8,JobRole_2,4.2,Healthcare,Boston,3,No,113976.25
37,Male,Masters,11.5,JobRole_7,2.9,Retail,Miami,3,Yes,78795.2
36,Female,Bachelors,18.8,JobRole_6,3.7,Healthcare,Raleigh,5,No,89082.23
36,Male,Masters,19.2,JobRole_14,5.0,Tech,Raleigh,3,Yes,106908.54
27,Female,Bachelors,8.7,JobRole_1,3.5,Healthcare,San Francisco,3,No,111117.91
44,Female,Bachelors,19.3,JobRole_10,4.9,Finance,Seattle,3,No,128603.93
38,Male,Masters,20.0,JobRole_2,3.3,Tech,New York,2,Yes,139400.94
39,Male,Masters,22.0,JobRole_6,4.0,Retail,San Francisco,1,Yes,126641.2
29,Male,Masters,,JobRole_12,3.9,Healthcare,Boston,2,Yes,93227.6
32,Male,Masters,13.3,JobRole_6,3.3,Retail,San Francisco,4,No,122096.27
34,Male,PhD,12.9,JobRole_6,3.4,Tech,New York,2,No,152644.62
23,Female,Bachelors,5.7,JobRole_14,3.4,Healthcare,San Francisco,4,No,102009.12
22,Male,Bachelors,1.1,JobRole_13,2.7,Finance,Dallas,4,No,90930.07
31,Male,Bachelors,9.3,JobRole_9,3.7,Tech,Denver,4,Yes,108596.25
40,Female,Masters,19.9,JobRole_2,4.8,Tech,Denver,2,No,121866.83
30,Male,Bachelors,6.0,JobRole_10,4.4,Tech,San Francisco,3,No,139317.28
27,Female,HighSchool,6.6,JobRole_10,5.0,Finance,Los Angeles,1,No,95238.4
29,Male,Masters,10.1,JobRole_11,3.3,Healthcare,Seattle,1,No,123843.79
32,Male,PhD,,JobRole_14,3.3,Tech,Seattle,4,Yes,153622.74
33,Female,Bachelors,13.7,JobRole_9,4.2,Tech,New York,3,No,130365.02
53,Female,Bachelors,28.7,JobRole_9,5.0,Tech,New York,0,No,144003.18
44,Female,HighSchool,28.1,JobRole_10,4.9,Retail,Dallas,1,No,93663.58
44,Female,Bachelors,28.3,JobRole_9,4.6,Healthcare,Chicago,1,No,100422.16
45,Female,Bachelors,25.3,JobRole_9,3.4,Retail,Boston,1,No,108917.26
28,Male,Masters,5.7,JobRole_3,2.9,Retail,Chicago,2,Yes,76387.73
26,Male,HighSchool,4.4,JobRole_10,3.9,Retail,Dallas,0,Yes,66719.05
27,Female,Bachelors,6.4,JobRole_9,3.9,Tech,Seattle,0,No,111672.75
46,Female,Bachelors,26.8,JobRole_13,,Finance,Los Angeles,3,Yes,141313.01
31,Other,Bachelors,10.1,JobRole_10,4.0,Tech,Raleigh,1,No,87768.94
25,Male,Bachelors,2.4,JobRole_9,3.5,Retail,Dallas,2,Yes,69422.03
32,Male,Masters,15.1,JobRole_3,4.4,Healthcare,Austin,0,No,103669.52
34,Female,Masters,14.8,JobRole_14,3.3,Tech,New York,2,Yes,137203.87
38,Male,Bachelors,14.8,JobRole_13,2.6,Healthcare,Los Angeles,0,No,127479.63
38,Female,Masters,18.9,JobRole_4,2.8,Retail,Austin,1,Yes,94096.05
29,Female,Bachelors,9.5,JobRole_4,3.1,Tech,San Francisco,1,Yes,132410.91
41,Male,Bachelors,18.8,JobRole_14,3.4,Tech,Atlanta,2,Yes,113237.81
30,Female,Bachelors,13.6,JobRole_13,3.7,Tech,Raleigh,3,Yes,84927.43
34,Female,Bachelors,14.4,JobRole_4,3.1,Healthcare,San Francisco,2,Yes,110212.88
41,Male,HighSchool,20.4,JobRole_7,3.0,Healthcare,San Francisco,2,No,110145.88
30,Female,Bachelors,9.7,JobRole_5,2.4,Tech,Los Angeles,4,No,108305.91
31,Male,Bachelors,12.3,JobRole_7,3.9,Retail,Los Angeles,0,Yes,78418.79
40,Female,Bachelors,19.8,JobRole_6,3.9,Tech,Atlanta,3,Yes,70966.29
29,Male,HighSchool,8.8,JobRole_7,3.8,Finance,Boston,2,No,88432.48
32,Female,Bachelors,15.2,JobRole_8,3.4,Retail,New York,1,Yes,97834.2
40,Male,Bachelors,15.7,JobRole_6,5.0,Retail,Miami,1,Yes,92786.14
52,Male,Bachelors,28.2,JobRole_9,3.2,Tech,Denver,3,No,124885.17
40,Female,Bachelors,22.3,JobRole_4,4.0,Retail,Seattle,2,Yes,105646.59
39,Male,Masters,26.2,JobRole_12,2.3,Tech,Boston,1,Yes,133027.24
40,Male,HighSchool,22.6,JobRole_5,4.3,Tech,Chicago,2,Yes,97536.12
27,Female,Bachelors,12.6,JobRole_9,3.1,Healthcare,Seattle,3,No,108388.17
36,Female,HighSchool,14.7,JobRole_9,2.7,Tech,Chicago,3,Yes,90328.86
35,Female,HighSchool,13.1,JobRole_2,4.1,Finance,Boston,3,No,88276.93
38,Female,PhD,19.4,JobRole_2,2.9,Healthcare,Raleigh,2,No,78316.34
36,Male,Bachelors,18.9,JobRole_9,3.2,Finance,Los Angeles,2,Yes,128489.07
39,Male,Bachelors,15.1,JobRole_6,4.6,Tech,Dallas,3,Yes,65602.71
33,Male,Masters,12.4,JobRole_8,3.8,Healthcare,New York,1,No,117729.29
36,Female,HighSchool,15.9,JobRole_14,3.5,Tech,Denver,2,No,95312.63
26,Female,Bachelors,4.0,JobRole_8,3.6,Healthcare,Chicago,2,No,67391.58
33,Female,Masters,11.3,JobRole_8,3.4,Retail,San Francisco,1,No,115965.82
47,Female,Masters,29.5,JobRole_14,4.6,Healthcare,Raleigh,2,Yes,104263.16
38,Male,Bachelors,19.4,JobRole_5,3.8,Tech,Raleigh,2,No,95552.93
35,Male,Bachelors,17.4,JobRole_11,3.1,Healthcare,New York,3,No,126850.67
51,Male,Masters,32.0,JobRole_11,3.0,Tech,Seattle,2,No,152618.21
25,Male,Bachelors,2.4,JobRole_10,4.4,Tech,Seattle,1,No,119746.09
27,Male,HighSchool,8.3,JobRole_4,2.5,Healthcare,Dallas,0,Yes,73843.7
49,Female,Bachelors,26.1,JobRole_3,4.6,Tech,Seattle,1,No,131232.17
36,Male,Bachelors,15.1,JobRole_4,3.1,Tech,Raleigh,2,No,78933.93
34,Male,HighSchool,10.9,JobRole_8,3.1,Tech,Boston,1,Yes,89987.99
26,Male,Bachelors,4.2,JobRole_4,4.5,Healthcare,Atlanta,2,No,63315.46
39,Female,Masters,19.3,JobRole_15,3.3,Finance,Chicago,1,No,100724.21
40,Female,Bachelors,18.6,JobRole_14,3.6,Tech,Atlanta,2,Yes,104949.76
27,Male,HighSchool,4.4,JobRole_14,4.4,Tech,Seattle,3,No,90401.89
34,Male,Bachelors,17.4,JobRole_8,4.3,Retail,Atlanta,1,Yes,67503.86
33,Female,Masters,12.6,JobRole_8,4.2,Retail,Austin,3,No,83119.92
38,Male,HighSchool,16.4,JobRole_14,3.1,Tech,Los Angeles,3,Yes,105163.08
27,Female,HighSchool,3.8,JobRole_1,2.8,Tech,San Francisco,1,Yes,88783.47
46,Female,Bachelors,20.4,JobRole_11,4.4,Tech,Dallas,4,No,114584.24
43,Male,Bachelors,22.3,JobRole_11,4.0,Tech,Seattle,2,Yes,136429.81
33,Male,Masters,8.9,JobRole_12,3.6,Finance,Austin,4,No,95865.42
34,Other,Bachelors,16.1,JobRole_12,2.8,Finance,Miami,2,No,81013.81
34,Male,Bachelors,14.1,JobRole_14,3.2,Tech,Denver,2,Yes,109431.11
29,Male,Masters,13.7,JobRole_9,2.4,Tech,San Francisco,4,Yes,144505.47
32,Female,Bachelors,12.7,JobRole_14,3.8,Retail,Los Angeles,2,No,93628.93
33,Female,HighSchool,10.8,JobRole_13,4.0,Finance,Austin,1,No,84009.06
48,Other,Bachelors,22.4,JobRole_3,4.7,Tech,Raleigh,3,Yes,88740.98
43,Female,Bachelors,25.4,JobRole_6,2.9,Healthcare,Seattle,5,No,109649.61
43,Male,HighSchool,19.1,JobRole_14,4.4,Finance,Denver,1,No,93140.39
38,Male,Bachelors,16.8,JobRole_3,3.8,Tech,Boston,1,Yes,130385.97
27,Female,Bachelors,12.0,JobRole_9,4.5,Healthcare,Chicago,1,No,79372.69
35,Female,Bachelors,16.8,JobRole_1,2.4,Tech,New York,1,No,120416.78
43,Male,Bachelors,24.2,JobRole_7,,Healthcare,San Francisco,0,Yes,125650.96
25,Female,Masters,7.8,JobRole_5,3.4,Tech,Miami,4,Yes,98672.65
41,Male,Masters,23.7,JobRole_12,4.1,Retail,Los Angeles,2,Yes,102974.18
54,Male,Bachelors,38.7,JobRole_3,3.7,Finance,Denver,5,No,139640.8
44,Male,Masters,22.2,JobRole_12,3.2,Tech,Seattle,2,No,118483.74
47,Male,HighSchool,25.9,JobRole_11,4.4,Healthcare,Chicago,6,No,109968.37
37,Male,Bachelors,14.2,JobRole_7,3.5,Healthcare,Miami,1,No,88635.36
43,Male,Bachelors,22.9,JobRole_1,5.0,Healthcare,San Francisco,0,Yes,135122.27
30,Male,Bachelors,9.6,JobRole_6,3.4,Finance,Austin,3,No,76806.94
42,Female,Bachelors,16.7,JobRole_7,4.5,Tech,Miami,0,No,86680.42
41,Female,Bachelors,19.0,JobRole_9,3.7,Finance,New York,0,Yes,125270.24
38,Female,HighSchool,22.3,JobRole_15,1.7,Healthcare,San Francisco,2,No,102731.76
46,Female,Bachelors,26.7,JobRole_9,3.7,Finance,Miami,2,No,100709.98
31,Male,Masters,13.1,JobRole_7,4.3,Tech,Seattle,0,No,122429.01
34,Male,Bachelors,13.6,JobRole_5,3.9,Retail,Raleigh,1,No,73503.88
36,Female,HighSchool,10.3,JobRole_7,3.2,Healthcare,New York,2,No,92917.16
27,Male,Masters,6.6,JobRole_11,3.7,Retail,Boston,2,Yes,111243.88
37,Female,Bachelors,20.1,JobRole_15,4.9,Tech,Atlanta,3,No,88389.34
22,Male,Bachelors,0.0,JobRole_1,4.2,Tech,Denver,2,Yes,89640.33
44,Female,Bachelors,26.2,JobRole_14,2.9,Tech,Miami,3,Yes,104624.21
36,Male,Masters,10.9,JobRole_7,3.7,Tech,New York,4,Yes,127882.78
31,Female,Masters,11.1,JobRole_13,3.8,Tech,Los Angeles,3,No,131938.45
29,Male,Bachelors,10.6,JobRole_12,2.8,Tech,Raleigh,2,No,84490.78
34,Other,Bachelors,13.1,JobRole_13,3.1,Finance,Miami,3,No,97344.88
41,Male,Bachelors,28.4,JobRole_13,3.3,Healthcare,Seattle,2,No,139782.08
40,Female,HighSchool,18.5,JobRole_10,3.1,Tech,Chicago,2,No,101812.45
30,Female,Masters,8.3,JobRole_4,2.4,Tech,Miami,1,No,95418.34
29,Male,Bachelors,9.6,JobRole_2,3.5,Tech,Atlanta,0,No,80198.44
41,Female,HighSchool,18.7,JobRole_6,4.4,Tech,Seattle,1,Yes,99626.98
30,Female,Bachelors,5.7,JobRole_7,3.0,Retail,Dallas,2,No,49259.75
36,Male,Bachelors,12.7,JobRole_11,5.0,Tech,Dallas,2,No,104879.73
36,Female,PhD,18.3,JobRole_13,4.9,Tech,New York,0,No,182128.76
38,Female,Masters,17.1,JobRole_13,3.6,Retail,New York,2,No,124687.31
42,Female,Bachelors,27.1,JobRole_7,3.9,Retail,Boston,0,No,103929.69
25,Male,Masters,3.7,JobRole_8,4.5,Healthcare,Chicago,2,No,103281.72
21,Male,Bachelors,3.1,JobRole_5,2.9,Tech,Austin,2,Yes,85823.2
31,Female,Bachelors,12.5,JobRole_13,3.9,Retail,Chicago,0,Yes,72869.08
50,Female,Bachelors,28.6,JobRole_10,4.9,Tech,Austin,1,No,136674.92
52,Male,Bachelors,,JobRole_11,3.7,Healthcare,Miami,0,Yes,135467.53
50,Female,HighSchool,24.8,JobRole_10,4.0,Tech,Boston,0,No,112208.15
34,Male,Bachelors,15.7,JobRole_13,2.8,Finance,Los Angeles,1,No,119615.95
21,Male,Bachelors,4.6,JobRole_11,2.6,Retail,Chicago,1,No,79994.68
21,Male,HighSchool,0.0,JobRole_8,4.6,Tech,New York,2,Yes,108680.98
31,Male,Bachelors,9.9,JobRole_4,4.0,Tech,Atlanta,5,No,92886.88
34,Female,Bachelors,12.0,JobRole_10,4.3,Finance,Dallas,3,No,95006.27
46,Male,HighSchool,27.7,JobRole_15,4.4,Retail,Boston,1,Yes,84253.48
42,Female,Masters,21.0,JobRole_1,4.0,Tech,Atlanta,2,Yes,100933.52
37,Other,HighSchool,21.0,JobRole_12,3.5,Finance,Boston,4,Yes,88020.7
28,Female,HighSchool,6.8,JobRole_8,5.0,Finance,Seattle,4,No,85908.81
28,Male,HighSchool,4.3,JobRole_4,2.5,Retail,Los Angeles,3,No,70607.9
38,Male,Bachelors,16.6,JobRole_5,2.9,Healthcare,Miami,1,No,100741.1
41,Female,Bachelors,19.9,JobRole_13,3.4,Tech,Denver,4,Yes,112741.18
39,Female,Bachelors,20.6,JobRole_4,4.2,Finance,Miami,0,No,90353.81
27,Male,Bachelors,5.9,JobRole_15,3.7,Tech,Boston,1,Yes,104151.11
41,Female,Masters,22.3,JobRole_7,3.3,Healthcare,Atlanta,4,Yes,89860.63
39,Female,HighSchool,16.6,JobRole_10,3.5,Tech,Seattle,1,Yes,117613.84
27,Female,Bachelors,6.1,JobRole_3,3.2,Healthcare,Denver,0,No,79600.2
29,Female,HighSchool,6.6,JobRole_2,3.7,Retail,,3,No,52630.95
41,Female,HighSchool,18.5,JobRole_10,3.5,Healthcare,New York,2,No,121659.11
34,Male,Bachelors,17.8,JobRole_12,5.0,Healthcare,Dallas,2,Yes,97218.68
48,Female,Bachelors,25.9,JobRole_2,3.8,Tech,San Francisco,1,Yes,149833.45
40,Female,Bachelors,19.0,JobRole_7,3.6,Finance,Los Angeles,1,Yes,104121.44
32,Male,Masters,15.1,JobRole_11,4.3,Tech,Dallas,4,No,112842.77
35,Male,Bachelors,17.3,JobRole_15,4.3,Tech,Miami,4,No,97333.53
36,Male,Masters,20.9,JobRole_12,4.8,Healthcare,Boston,3,Yes,121041.74
30,Female,Bachelors,11.4,JobRole_10,4.4,Tech,Miami,2,Yes,97919.53
28,Other,Bachelors,6.2,JobRole_13,3.4,Retail,Los Angeles,5,No,89644.77
41,Male,Bachelors,27.2,JobRole_6,5.0,Finance,Seattle,1,Yes,140953.78
42,Female,Bachelors,23.7,JobRole_2,3.7,Tech,Seattle,3,Yes,115300.67
40,Male,HighSchool,19.5,JobRole_8,3.0,Tech,San Francisco,1,No,129190.54
48,Female,Masters,28.2,JobRole_14,4.1,Tech,Seattle,2,Yes,156336.26
31,Female,Bachelors,11.5,JobRole_15,4.0,Retail,San Francisco,4,No,90965.78
49,Female,Masters,28.3,JobRole_6,4.3,Tech,Austin,1,No,112799.42
28,Male,Masters,3.9,JobRole_8,3.9,Finance,Dallas,2,Yes,95811.53
27,Male,HighSchool,11.9,JobRole_6,3.1,Tech,Boston,3,No,81274.95
21,Male,Bachelors,0.9,JobRole_4,3.9,Finance,Dallas,4,No,87318.28
32,Male,,12.6,JobRole_8,4.8,Finance,Atlanta,0,Yes,78438.98
31,Female,Masters,17.2,JobRole_4,3.2,Retail,San Francisco,3,Yes,131607.7
40,Female,Masters,18.0,JobRole_6,4.6,Tech,Denver,5,Yes,124176.66
37,Other,Bachelors,19.0,JobRole_5,4.2,Tech,Austin,0,No,109730.49
26,Other,HighSchool,3.6,JobRole_4,4.0,Retail,Austin,3,No,54320.81
32,Female,HighSchool,13.0,JobRole_7,3.1,Retail,San Francisco,0,No,65940.1
33,Female,Masters,13.6,JobRole_8,3.9,Tech,Miami,2,No,105080.54
21,Female,Masters,3.4,JobRole_14,,Retail,Denver,1,Yes,76713.36
28,Female,Bachelors,11.6,JobRole_6,3.7,Tech,Boston,2,Yes,90727.33
29,Male,HighSchool,,JobRole_1,3.8,Finance,Seattle,0,No,83576.58
47,Male,Bachelors,31.3,JobRole_7,4.6,Healthcare,Boston,0,No,132643.77
37,Male,HighSchool,21.5,JobRole_4,5.0,Retail,Los Angeles,1,Yes,88180.97
41,Female,Masters,20.3,JobRole_2,4.7,Tech,Atlanta,2,Yes,113424.72
24,Female,Bachelors,4.0,JobRole_3,4.2,Tech,Raleigh,1,No,88184.26
45,Male,Bachelors,23.5,JobRole_10,5.0,Finance,Atlanta,0,No,122067.1
46,Female,Bachelors,25.1,JobRole_4,4.2,Tech,Los Angeles,2,Yes,125907.3
21,Female,Bachelors,0.0,JobRole_14,2.7,Finance,Atlanta,3,No,78597.57
30,Male,Bachelors,12.3,JobRole_7,3.9,Healthcare,Miami,2,No,88885.21
39,Male,Masters,12.8,JobRole_9,4.1,Retail,Atlanta,3,No,78278.57
41,Female,Bachelors,18.9,JobRole_10,4.5,Tech,Miami,2,Yes,115176.7
30,Male,Bachelors,9.9,JobRole_11,4.1,Tech,Seattle,1,Yes,123141.15
33,Female,Bachelors,16.9,JobRole_6,3.7,Healthcare,Boston,1,No,98890.82
31,Male,HighSchool,9.4,JobRole_10,4.6,Healthcare,New York,1,No,115005.84
36,Female,HighSchool,17.3,JobRole_5,4.1,Tech,Dallas,0,No,80496.26
45,Female,Bachelors,24.8,JobRole_9,3.9,Finance,Boston,1,Yes,130430.88
29,Female,Bachelors,11.8,JobRole_12,2.3,Healthcare,Los Angeles,2,No,85030.13
44,Female,Bachelors,25.1,JobRole_8,,Healthcare,Boston,1,No,115469.51
29,Male,Masters,11.5,JobRole_8,2.8,Healthcare,Denver,1,Yes,100359.41
29,Male,Bachelors,7.3,JobRole_8,2.8,Healthcare,Dallas,1,No,74093.06
42,Male,Bachelors,19.0,JobRole_15,4.2,Healthcare,New York,0,No,109718.05
43,Female,Bachelors,24.1,JobRole_8,4.4,Finance,Chicago,2,No,102886.96
42,Female,Masters,20.5,JobRole_8,3.0,Tech,Dallas,1,No,96564.83
25,Female,Bachelors,5.1,JobRole_10,3.2,Finance,Chicago,2,Yes,101732.68
32,Male,HighSchool,13.0,JobRole_10,3.7,Retail,Austin,2,No,68926.4
42,Male,Bachelors,25.7,JobRole_7,4.7,Tech,San Francisco,2,No,166761.43
36,Male,Bachelors,18.4,JobRole_2,3.4,Tech,Chicago,2,No,103767.36
27,Male,Masters,5.0,JobRole_2,4.1,Tech,Atlanta,2,Yes,90955.6
39,Female,Masters,15.6,JobRole_11,3.1,Tech,Miami,1,Yes,108578.13
30,Male,Bachelors,15.1,JobRole_5,2.8,Finance,San Francisco,0,No,141609.15
50,Male,Masters,25.3,JobRole_6,4.9,Tech,Chicago,2,No,116375.65
48,Female,HighSchool,26.6,JobRole_13,5.0,Retail,Miami,2,No,86140.79
40,Male,Bachelors,21.9,JobRole_9,4.9,Tech,Austin,1,No,110630.47
46,Male,Masters,30.9,JobRole_1,4.7,Retail,Atlanta,0,No,99511.05
36,Female,Bachelors,15.4,JobRole_11,3.9,Tech,Atlanta,2,No,106565.96
42,Male,Bachelors,22.1,JobRole_7,4.4,Finance,Los Angeles,2,Yes,118989.88
47,Female,Masters,24.4,JobRole_7,4.4,Tech,San Francisco,2,Yes,171128.47
37,Female,Bachelors,17.4,JobRole_8,5.0,Retail,Seattle,1,No,108742.45
33,Female,HighSchool,9.5,JobRole_13,3.1,Healthcare,San Francisco,1,Yes,106121.63
22,Male,Bachelors,0.0,JobRole_1,2.9,Tech,Boston,1,No,90539.2
35,Female,Masters,17.3,JobRole_12,3.1,Tech,Los Angeles,2,Yes,107593.61
42,Male,Masters,20.7,JobRole_13,5.0,Tech,Boston,1,No,141909.83
43,Male,Bachelors,25.8,JobRole_10,4.1,Tech,Seattle,5,Yes,151122.43
40,Male,Masters,19.5,JobRole_13,3.3,Tech,Boston,3,No,138807.05
31,Other,Masters,6.9,JobRole_4,2.0,Tech,Atlanta,3,Yes,67796.38
21,Male,HighSchool,4.5,JobRole_10,2.9,Retail,Seattle,1,No,67604.95
32,Male,Masters,8.1,JobRole_5,3.8,Retail,Dallas,5,No,87790.15
33,Female,Bachelors,11.2,JobRole_2,2.3,Finance,Chicago,2,No,97689.86
33,Male,Bachelors,12.4,JobRole_2,3.0,Retail,New York,2,Yes,89880.32
40,Male,Bachelors,23.0,JobRole_11,4.0,Tech,Austin,3,Yes,124056.46
51,Male,Bachelors,29.4,JobRole_4,4.0,Tech,Los Angeles,1,No,143695.51
36,Male,Bachelors,13.2,JobRole_3,2.8,Tech,Atlanta,0,No,98300.8
34,Male,,14.5,JobRole_13,3.1,Tech,Austin,3,No,108893.31
33,Male,Bachelors,12.4,JobRole_7,3.5,Healthcare,Dallas,1,No,83527.03
36,Female,HighSchool,,JobRole_14,4.1,Healthcare,Seattle,1,No,92591.94
29,Male,Bachelors,9.6,JobRole_7,4.1,Tech,Los Angeles,1,Yes,116247.15
36,Male,Masters,12.4,JobRole_15,3.6,Finance,New York,2,No,139627.47
39,Female,Masters,13.8,JobRole_2,4.8,Tech,Austin,2,Yes,115736.27
37,Male,Masters,23.4,JobRole_5,3.6,Tech,Boston,2,No,154053.51
39,Female,Bachelors,19.3,JobRole_5,3.0,Tech,Seattle,2,No,124922.65
39,Male,Masters,19.5,JobRole_14,2.4,Finance,Boston,2,No,143397.42
21,Male,Bachelors,0.0,JobRole_8,3.9,Healthcare,New York,3,No,82932.56
41,Male,HighSchool,23.7,JobRole_8,3.9,Tech,Denver,1,Yes,88124.62
30,Male,Bachelors,8.4,JobRole_11,2.4,Healthcare,Boston,3,No,116280.71
27,Male,Bachelors,0.0,JobRole_13,3.6,Finance,Denver,1,No,96295.65
27,Male,Masters,5.3,JobRole_4,4.2,Tech,Miami,3,Yes,92619.56
39,Male,Bachelors,18.2,JobRole_10,4.1,Finance,Seattle,3,No,135237.57
34,Male,Bachelors,13.5,JobRole_1,3.2,Tech,New York,3,Yes,141543.28
22,Male,Masters,1.4,JobRole_6,,Tech,Atlanta,1,No,96034.15
39,Male,Bachelors,17.1,JobRole_12,4.0,Retail,Boston,3,No,84923.51
24,Male,Masters,1.8,JobRole_7,3.5,Retail,Denver,4,Yes,62557.03
37,Male,Masters,16.1,JobRole_1,5.0,Finance,Dallas,2,No,112609.3
37,Female,Bachelors,12.1,JobRole_8,2.9,Finance,Boston,2,No,100852.06
43,Male,HighSchool,17.1,JobRole_14,4.1,Healthcare,Chicago,3,No,76180.63
50,Female,Bachelors,30.3,JobRole_9,3.7,Healthcare,Miami,2,No,97194.11
25,Female,HighSchool,5.3,JobRole_8,3.0,Finance,New York,2,No,89688.33
35,Male,Bachelors,17.6,JobRole_3,3.0,Tech,Raleigh,2,No,85209.12
33,Female,Bachelors,12.2,JobRole_9,4.5,Retail,San Francisco,1,No,97166.26
39,Female,Masters,15.4,JobRole_10,4.6,Finance,New York,1,No,152382.96
37,Male,Masters,11.2,JobRole_3,4.4,Retail,New York,0,Yes,123219.91
33,Male,Masters,10.3,JobRole_12,3.3,Healthcare,Atlanta,0,No,81624.94
32,Female,HighSchool,13.3,JobRole_4,4.1,Finance,Los Angeles,2,No,101427.47
27,Female,Bachelors,11.3,JobRole_12,4.7,Healthcare,Boston,4,No,103223.08
43,Male,Bachelors,23.2,JobRole_6,2.1,Retail,Atlanta,1,No,73964.91
39,Male,HighSchool,15.4,JobRole_7,4.2,Finance,Denver,3,Yes,59793.36
43,Male,Masters,20.4,JobRole_13,4.6,Finance,Dallas,3,No,119225.93
33,Male,Masters,10.5,JobRole_8,4.2,Tech,Los Angeles,2,No,134904.76
30,Female,Bachelors,8.8,JobRole_7,3.0,Retail,Boston,1,Yes,83690.36
27,Male,Masters,10.4,JobRole_3,3.0,Healthcare,Denver,1,No,98802.54
38,Male,HighSchool,21.6,JobRole_11,4.2,Healthcare,Dallas,5,No,89983.37
